cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
2.0,3,71,B,151,38,3.301583970665039e-06,3.301583970665039e-06,20000
2.0,3,101,B,151,38,3.879443871864549e-06,3.879443871864549e-06,20000
2.0,4,11,A,151,38,4.30560980864119e-05,4.30560980864119e-05,20000
2.0,4,29,A,151,38,6.11886981117293e-05,6.11886981117293e-05,20000
2.0,4,47,A,151,38,6.280366337669533e-05,6.280366337669533e-05,20000
2.0,4,71,A,151,38,4.052819796143099e-05,4.052819796143099e-05,20000
2.0,4,101,A,151,38,4.127557595509964e-05,4.127557595509964e-05,20000
2.0,4,11,B,151,38,2.653882007071163e-06,2.653882007071163e-06,20000
2.0,4,29,B,151,38,2.6534077931281913e-06,2.6534077931281913e-06,20000
2.0,4,47,B,151,38,2.746898025321163e-06,2.746898025321163e-06,20000
2.0,4,71,B,151,38,3.187130875284602e-06,3.187130875284602e-06,20000
2.0,4,101,B,151,38,3.7261668887753635e-06,3.7261668887753635e-06,20000
3.0,0,11,A,124,32,1.0159963617643462e-07,1.0159963617643462e-07,20000
3.0,0,29,A,124,32,5.623274980964269e-07,5.623274980964269e-07,20000
3.0,0,47,A,124,32,2.99137488327587e-07,2.99137488327587e-07,20000
3.0,0,71,A,124,32,3.704740966146507e-07,3.704740966146507e-07,20000
3.0,0,101,A,124,32,1.4885871019155214e-07,1.4885871019155214e-07,20000
